,Importance Value,Regions,Network Connection,Network Connection2
0,0.0,R_V1 | R_MST,Visual1 | Visual2,
435,0.0,R_MST | R_IFJa,Visual2 | Default,
436,0.011368421052631606,R_MST | R_IFJp,Visual2 | Frontopariet,
437,0.0,R_MST | R_IFSp,Visual2 | Default,
438,0.0,R_MST | R_IFSa,Visual2 | Frontopariet,
439,0.0,R_MST | R_p9-46v,Visual2 | Frontopariet,
440,0.0,R_MST | R_46,Visual2 | Cingulo-Oper,
441,0.0,R_MST | R_a9-46v,Visual2 | Frontopariet,
442,0.0025263157894736656,R_MST | R_9-46d,Visual2 | Cingulo-Oper,
443,0.0,R_MST | R_9a,Visual2 | Posterior-Mu,
444,0.0,R_MST | R_10v,Visual2 | Posterior-Mu,
445,0.0,R_MST | R_a10p,Visual2 | Frontopariet,
446,0.0,R_MST | R_10pp,Visual2 | Posterior-Mu,
447,0.0,R_MST | R_11l,Visual2 | Frontopariet,
448,0.0,R_MST | R_13l,Visual2 | Frontopariet,
449,0.0,R_MST | R_OFC,Visual2 | Posterior-Mu,
450,0.0,R_MST | R_47s,Visual2 | Posterior-Mu,
451,0.0,R_MST | R_LIPd,Visual2 | Language,
452,0.0,R_MST | R_6a,Visual2 | Language,
453,0.0,R_MST | R_i6-8,Visual2 | Frontopariet,
454,0.0,R_MST | R_s6-8,Visual2 | Frontopariet,
455,0.0,R_MST | R_43,Visual2 | Cingulo-Oper,
456,0.0,R_MST | R_OP4,Visual2 | Somatomotor,
457,0.0,R_MST | R_OP1,Visual2 | Somatomotor,
458,0.0,R_MST | R_OP2-3,Visual2 | Somatomotor,
459,0.0,R_MST | R_52,Visual2 | Auditory,
460,0.0,R_MST | R_RI,Visual2 | Auditory,
461,0.0,R_MST | R_PFcm,Visual2 | Cingulo-Oper,
462,0.0,R_MST | R_PoI2,Visual2 | Cingulo-Oper,
463,0.0,R_MST | R_TA2,Visual2 | Auditory,
464,0.0,R_MST | R_FOP4,Visual2 | Cingulo-Oper,
465,0.0,R_MST | R_MI,Visual2 | Cingulo-Oper,
466,0.0,R_MST | R_Pir,Visual2 | Orbito-Affec,
467,0.0,R_MST | R_AVI,Visual2 | Frontopariet,
468,0.0,R_MST | R_AAIC,Visual2 | Orbito-Affec,
469,0.0,R_MST | R_FOP1,Visual2 | Cingulo-Oper,
470,0.0,R_MST | R_FOP3,Visual2 | Cingulo-Oper,
471,0.0,R_MST | R_FOP2,Visual2 | Somatomotor,
472,0.0,R_MST | R_PFt,Visual2 | Language,
473,0.0,R_MST | R_AIP,Visual2 | Language,
474,0.0,R_MST | R_EC,Visual2 | Posterior-Mu,
475,0.0,R_MST | R_PreS,Visual2 | Posterior-Mu,
476,0.0,R_MST | R_H,Visual2 | Posterior-Mu,
477,0.001684210526315777,R_MST | R_ProS,Visual2 | Visual1,
478,0.0,R_MST | R_PeEc,Visual2 | Ventral-Mult,
479,0.0,R_MST | R_STGa,Visual2 | Default,
480,0.0,R_MST | R_PBelt,Visual2 | Auditory,
481,0.0,R_MST | R_A5,Visual2 | Default,
482,0.0,R_MST | R_PHA1,Visual2 | Posterior-Mu,
483,0.0,R_MST | R_PHA3,Visual2 | Language,
484,0.0,R_MST | R_STSda,Visual2 | Default,
485,0.0,R_MST | R_STSdp,Visual2 | Default,
486,0.0,R_MST | R_STSvp,Visual2 | Posterior-Mu,
487,0.0,R_MST | R_TGd,Visual2 | Posterior-Mu,
488,0.0,R_MST | R_TE1a,Visual2 | Posterior-Mu,
489,0.0,R_MST | R_TE1p,Visual2 | Frontopariet,
490,0.0,R_MST | R_TE2a,Visual2 | Posterior-Mu,
491,0.0,R_MST | R_TF,Visual2 | Ventral-Mult,
492,0.0,R_MST | R_TE2p,Visual2 | Language,
493,0.0,R_MST | R_PHT,Visual2 | Language,
494,0.0,R_MST | R_PH,Visual2 | Visual2,
495,0.0,R_MST | R_TPOJ1,Visual2 | Default,
496,0.0,R_MST | R_TPOJ2,Visual2 | Dorsal-atten,
497,0.0,R_MST | R_TPOJ3,Visual2 | Dorsal-atten,
498,0.0,R_MST | R_DVT,Visual2 | Visual1,
499,0.0,R_MST | R_PGp,Visual2 | Language,
500,0.0,R_MST | R_IP2,Visual2 | Frontopariet,
501,0.0,R_MST | R_IP1,Visual2 | Frontopariet,
502,0.0,R_MST | R_IP0,Visual2 | Language,
503,0.0,R_MST | R_PFop,Visual2 | Cingulo-Oper,
504,0.0,R_MST | R_PF,Visual2 | Cingulo-Oper,
505,0.0,R_MST | R_PFm,Visual2 | Frontopariet,
506,0.0,R_MST | R_PGi,Visual2 | Posterior-Mu,
507,0.0,R_MST | R_PGs,Visual2 | Posterior-Mu,
508,0.0,R_MST | R_V6A,Visual2 | Visual2,
509,0.0,R_MST | R_VMV1,Visual2 | Visual2,
510,0.0,R_MST | R_VMV3,Visual2 | Visual2,
511,0.0,R_MST | R_PHA2,Visual2 | Posterior-Mu,
512,0.0,R_MST | R_V4t,Visual2 | Visual2,
513,0.0,R_MST | R_FST,Visual2 | Visual2,
514,0.00926315789473684,R_MST | R_V3CD,Visual2 | Visual2,
515,0.0,R_MST | R_LO3,Visual2 | Visual2,
516,0.0,R_MST | R_VMV2,Visual2 | Visual2,
517,0.0,R_MST | R_31pd,Visual2 | Posterior-Mu,
518,0.0,R_MST | R_31a,Visual2 | Posterior-Mu,
519,0.0,R_MST | R_VVC,Visual2 | Visual2,
520,0.0,R_MST | R_25,Visual2 | Posterior-Mu,
521,0.0,R_MST | R_s32,Visual2 | Posterior-Mu,
522,0.0,R_MST | R_pOFC,Visual2 | Orbito-Affec,
523,0.0,R_MST | R_PoI1,Visual2 | Cingulo-Oper,
524,0.0,R_MST | R_Ig,Visual2 | Somatomotor,
525,0.0,R_MST | R_FOP5,Visual2 | Cingulo-Oper,
526,0.0,R_MST | R_p10p,Visual2 | Frontopariet,
527,0.0,R_MST | R_p47r,Visual2 | Frontopariet,
528,0.0,R_MST | R_TGv,Visual2 | Default,
529,0.0,R_MST | R_MBelt,Visual2 | Auditory,
530,0.0,R_MST | R_LBelt,Visual2 | Auditory,
531,0.0,R_MST | R_A4,Visual2 | Auditory,
532,0.0,R_MST | R_STSva,Visual2 | Posterior-Mu,
533,0.0,R_MST | R_TE1m,Visual2 | Posterior-Mu,
534,0.0,R_MST | R_PI,Visual2 | Cingulo-Oper,
535,0.0,R_MST | R_a32pr,Visual2 | Cingulo-Oper,
536,0.0,R_MST | R_p24,Visual2 | Cingulo-Oper,
537,0.0,R_MST | L_V1,Visual2 | Visual1,
538,0.0,R_MST | L_MST,Visual2 | Visual2,
539,0.002105263157894721,R_MST | L_V6,Visual2 | Visual2,
540,0.0,R_MST | L_V2,Visual2 | Visual2,
541,0.0,R_MST | L_V3,Visual2 | Visual2,
542,0.0,R_MST | L_V4,Visual2 | Visual2,
543,0.0,R_MST | L_V8,Visual2 | Visual2,
544,0.0,R_MST | L_4,Visual2 | Somatomotor,
545,0.0,R_MST | L_3b,Visual2 | Somatomotor,
546,0.0,R_MST | L_FEF,Visual2 | Cingulo-Oper,
547,0.0,R_MST | L_PEF,Visual2 | Cingulo-Oper,
548,0.0,R_MST | L_55b,Visual2 | Default,
549,0.0,R_MST | L_V3A,Visual2 | Visual2,
550,0.0,R_MST | L_RSC,Visual2 | Frontopariet,
551,0.0,R_MST | L_POS2,Visual2 | Frontopariet,
552,0.0,R_MST | L_V7,Visual2 | Visual2,
553,0.0,R_MST | L_IPS1,Visual2 | Visual2,
554,0.0,R_MST | L_FFC,Visual2 | Visual2,
555,0.0,R_MST | L_V3B,Visual2 | Visual2,
556,0.0,R_MST | L_LO1,Visual2 | Visual2,
557,0.0,R_MST | L_LO2,Visual2 | Visual2,
558,0.0,R_MST | L_PIT,Visual2 | Visual2,
559,0.0,R_MST | L_MT,Visual2 | Visual2,
560,0.0,R_MST | L_A1,Visual2 | Auditory,
561,0.0,R_MST | L_PSL,Visual2 | Cingulo-Oper,
562,0.0,R_MST | L_SFL,Visual2 | Default,
563,0.0,R_MST | L_PCV,Visual2 | Dorsal-atten,
564,0.0,R_MST | L_STV,Visual2 | Dorsal-atten,
565,0.0,R_MST | L_7Pm,Visual2 | Frontopariet,
566,0.0,R_MST | L_7m,Visual2 | Posterior-Mu,
567,0.0,R_MST | L_POS1,Visual2 | Posterior-Mu,
568,0.0,R_MST | L_23d,Visual2 | Posterior-Mu,
569,0.0,R_MST | L_v23ab,Visual2 | Posterior-Mu,
570,0.0,R_MST | L_d23ab,Visual2 | Posterior-Mu,
571,0.0,R_MST | L_31pv,Visual2 | Posterior-Mu,
572,0.0,R_MST | L_5m,Visual2 | Somatomotor,
573,0.0,R_MST | L_5mv,Visual2 | Cingulo-Oper,
574,0.0,R_MST | L_23c,Visual2 | Cingulo-Oper,
575,0.0,R_MST | L_5L,Visual2 | Somatomotor,
576,0.0,R_MST | L_24dd,Visual2 | Somatomotor,
577,0.0,R_MST | L_24dv,Visual2 | Somatomotor,
578,0.0,R_MST | L_7AL,Visual2 | Somatomotor,
579,0.0,R_MST | L_SCEF,Visual2 | Cingulo-Oper,
580,0.0,R_MST | L_6ma,Visual2 | Cingulo-Oper,
581,0.0,R_MST | L_7Am,Visual2 | Cingulo-Oper,
582,0.0,R_MST | L_7PL,Visual2 | Language,
583,0.0,R_MST | L_7PC,Visual2 | Somatomotor,
584,0.0,R_MST | L_LIPv,Visual2 | Visual2,
585,0.0,R_MST | L_VIP,Visual2 | Visual2,
586,0.00042105263157894425,R_MST | L_MIP,Visual2 | Language,
587,0.0,R_MST | L_1,Visual2 | Somatomotor,
588,0.0,R_MST | L_2,Visual2 | Somatomotor,
589,0.0,R_MST | L_3a,Visual2 | Somatomotor,
590,0.0,R_MST | L_6d,Visual2 | Somatomotor,
591,0.0,R_MST | L_6mp,Visual2 | Somatomotor,
592,0.0,R_MST | L_6v,Visual2 | Somatomotor,
593,0.0,R_MST | L_p24pr,Visual2 | Cingulo-Oper,
594,0.0,R_MST | L_33pr,Visual2 | Frontopariet,
595,0.0,R_MST | L_a24pr,Visual2 | Cingulo-Oper,
596,0.0,R_MST | L_p32pr,Visual2 | Cingulo-Oper,
597,0.0,R_MST | L_a24,Visual2 | Posterior-Mu,
598,0.0,R_MST | L_d32,Visual2 | Frontopariet,
599,0.0,R_MST | L_8BM,Visual2 | Frontopariet,
600,0.0,R_MST | L_p32,Visual2 | Posterior-Mu,
601,0.0,R_MST | L_10r,Visual2 | Posterior-Mu,
602,0.0,R_MST | L_47m,Visual2 | Posterior-Mu,
603,0.0,R_MST | L_8Av,Visual2 | Posterior-Mu,
604,0.0008421052631578885,R_MST | L_8Ad,Visual2 | Posterior-Mu,
605,0.0,R_MST | L_9m,Visual2 | Posterior-Mu,
606,0.0,R_MST | L_8BL,Visual2 | Posterior-Mu,
607,0.0,R_MST | L_9p,Visual2 | Posterior-Mu,
608,0.0,R_MST | L_10d,Visual2 | Posterior-Mu,
609,0.0,R_MST | L_8C,Visual2 | Frontopariet,
610,0.0,R_MST | L_44,Visual2 | Frontopariet,
611,0.0,R_MST | L_45,Visual2 | Default,
612,0.0,R_MST | L_47l,Visual2 | Posterior-Mu,
613,0.0,R_MST | L_a47r,Visual2 | Frontopariet,
614,0.00042105263157894425,R_MST | L_6r,Visual2 | Cingulo-Oper,
615,0.0,R_MST | L_IFJa,Visual2 | Default,
616,0.0,R_MST | L_IFJp,Visual2 | Frontopariet,
617,0.0,R_MST | L_IFSp,Visual2 | Frontopariet,
618,0.0,R_MST | L_IFSa,Visual2 | Cingulo-Oper,
619,0.0,R_MST | L_p9-46v,Visual2 | Frontopariet,
620,0.0,R_MST | L_46,Visual2 | Cingulo-Oper,
621,0.0,R_MST | L_a9-46v,Visual2 | Frontopariet,
622,0.0,R_MST | L_9-46d,Visual2 | Cingulo-Oper,
623,0.0,R_MST | L_9a,Visual2 | Posterior-Mu,
624,0.0,R_MST | L_10v,Visual2 | Posterior-Mu,
625,0.0,R_MST | L_a10p,Visual2 | Frontopariet,
626,0.0,R_MST | L_10pp,Visual2 | Posterior-Mu,
627,0.0,R_MST | L_11l,Visual2 | Frontopariet,
628,0.0,R_MST | L_13l,Visual2 | Frontopariet,
629,0.0,R_MST | L_OFC,Visual2 | Frontopariet,
630,0.0,R_MST | L_47s,Visual2 | Posterior-Mu,
631,0.0,R_MST | L_LIPd,Visual2 | Language,
632,0.0,R_MST | L_6a,Visual2 | Language,
633,0.0,R_MST | L_i6-8,Visual2 | Frontopariet,
634,0.0,R_MST | L_s6-8,Visual2 | Frontopariet,
635,0.0,R_MST | L_43,Visual2 | Cingulo-Oper,
636,0.0,R_MST | L_OP4,Visual2 | Somatomotor,
637,0.0,R_MST | L_OP1,Visual2 | Somatomotor,
638,-0.0012631578947368328,R_MST | L_OP2-3,Visual2 | Somatomotor,
639,0.0,R_MST | L_52,Visual2 | Auditory,
640,0.0,R_MST | L_RI,Visual2 | Somatomotor,
641,0.0,R_MST | L_PFcm,Visual2 | Cingulo-Oper,
642,0.0,R_MST | L_PoI2,Visual2 | Cingulo-Oper,
643,0.0,R_MST | L_TA2,Visual2 | Auditory,
644,0.0,R_MST | L_FOP4,Visual2 | Cingulo-Oper,
645,0.0,R_MST | L_MI,Visual2 | Cingulo-Oper,
646,0.0,R_MST | L_Pir,Visual2 | Orbito-Affec,
647,0.0,R_MST | L_AVI,Visual2 | Frontopariet,
648,0.0,R_MST | L_AAIC,Visual2 | Orbito-Affec,
649,0.0,R_MST | L_FOP1,Visual2 | Cingulo-Oper,
650,0.0,R_MST | L_FOP3,Visual2 | Cingulo-Oper,
651,0.0,R_MST | L_FOP2,Visual2 | Somatomotor,
652,0.0,R_MST | L_PFt,Visual2 | Language,
653,0.0,R_MST | L_AIP,Visual2 | Language,
654,0.0,R_MST | L_EC,Visual2 | Posterior-Mu,
655,0.0,R_MST | L_PreS,Visual2 | Posterior-Mu,
656,0.0,R_MST | L_H,Visual2 | Posterior-Mu,
657,0.0,R_MST | L_ProS,Visual2 | Visual1,
658,0.0,R_MST | L_PeEc,Visual2 | Ventral-Mult,
659,0.0,R_MST | L_STGa,Visual2 | Default,
660,0.0,R_MST | L_PBelt,Visual2 | Auditory,
661,0.0,R_MST | L_A5,Visual2 | Default,
662,0.0,R_MST | L_PHA1,Visual2 | Posterior-Mu,
663,0.0,R_MST | L_PHA3,Visual2 | Language,
664,0.0,R_MST | L_STSda,Visual2 | Posterior-Mu,
665,0.0,R_MST | L_STSdp,Visual2 | Default,
666,0.0,R_MST | L_STSvp,Visual2 | Posterior-Mu,
667,0.0,R_MST | L_TGd,Visual2 | Posterior-Mu,
668,0.0,R_MST | L_TE1a,Visual2 | Posterior-Mu,
669,0.0,R_MST | L_TE1p,Visual2 | Frontopariet,
670,0.0,R_MST | L_TE2a,Visual2 | Posterior-Mu,
671,0.0,R_MST | L_TF,Visual2 | Ventral-Mult,
672,0.0,R_MST | L_TE2p,Visual2 | Language,
673,0.0,R_MST | L_PHT,Visual2 | Language,
674,0.0,R_MST | L_PH,Visual2 | Visual2,
675,0.0,R_MST | L_TPOJ1,Visual2 | Default,
676,0.0,R_MST | L_TPOJ2,Visual2 | Dorsal-atten,
677,0.0,R_MST | L_TPOJ3,Visual2 | Dorsal-atten,
678,0.0,R_MST | L_DVT,Visual2 | Visual1,
679,0.0,R_MST | L_PGp,Visual2 | Language,
680,0.0,R_MST | L_IP2,Visual2 | Frontopariet,
681,0.0,R_MST | L_IP1,Visual2 | Frontopariet,
682,0.0,R_MST | L_IP0,Visual2 | Language,
683,0.0,R_MST | L_PFop,Visual2 | Cingulo-Oper,
684,0.0,R_MST | L_PF,Visual2 | Cingulo-Oper,
685,0.0,R_MST | L_PFm,Visual2 | Frontopariet,
686,0.0,R_MST | L_PGi,Visual2 | Posterior-Mu,
687,0.0,R_MST | L_PGs,Visual2 | Posterior-Mu,
688,0.0,R_MST | L_V6A,Visual2 | Visual2,
689,0.0,R_MST | L_VMV1,Visual2 | Visual2,
690,0.0,R_MST | L_VMV3,Visual2 | Visual2,
691,0.0,R_MST | L_PHA2,Visual2 | Posterior-Mu,
692,0.0,R_MST | L_V4t,Visual2 | Visual2,
693,0.0,R_MST | L_FST,Visual2 | Visual2,
694,0.0,R_MST | L_V3CD,Visual2 | Visual2,
695,0.0,R_MST | L_LO3,Visual2 | Visual2,
696,0.0,R_MST | L_VMV2,Visual2 | Visual2,
697,0.0,R_MST | L_31pd,Visual2 | Posterior-Mu,
698,0.0,R_MST | L_31a,Visual2 | Frontopariet,
699,0.0,R_MST | L_VVC,Visual2 | Visual2,
700,0.0,R_MST | L_25,Visual2 | Posterior-Mu,
701,0.0,R_MST | L_s32,Visual2 | Posterior-Mu,
702,-0.0008421052631578885,R_MST | L_pOFC,Visual2 | Orbito-Affec,
703,0.0,R_MST | L_PoI1,Visual2 | Cingulo-Oper,
704,0.0,R_MST | L_Ig,Visual2 | Somatomotor,
705,0.0,R_MST | L_FOP5,Visual2 | Cingulo-Oper,
706,0.0,R_MST | L_p10p,Visual2 | Frontopariet,
707,0.0,R_MST | L_p47r,Visual2 | Frontopariet,
708,0.0,R_MST | L_TGv,Visual2 | Default,
709,0.0,R_MST | L_MBelt,Visual2 | Auditory,
710,0.0,R_MST | L_LBelt,Visual2 | Auditory,
711,0.0008421052631578885,R_MST | L_A4,Visual2 | Auditory,
712,0.0,R_MST | L_STSva,Visual2 | Posterior-Mu,
713,0.0,R_MST | L_TE1m,Visual2 | Frontopariet,
714,0.0,R_MST | L_PI,Visual2 | Cingulo-Oper,
715,0.0,R_MST | L_a32pr,Visual2 | Cingulo-Oper,
716,0.0,R_MST | L_p24,Visual2 | Cingulo-Oper,
717,0.0,R_V6 | R_V2,Visual2 | Visual2,
718,0.0,R_V6 | R_V3,Visual2 | Visual2,
719,0.0,R_V6 | R_V4,Visual2 | Visual2,
720,0.0,R_V6 | R_V8,Visual2 | Visual2,
721,0.0,R_V6 | R_4,Visual2 | Somatomotor,
722,0.0,R_V6 | R_3b,Visual2 | Somatomotor,
723,0.0,R_V6 | R_FEF,Visual2 | Cingulo-Oper,
724,0.0,R_V6 | R_PEF,Visual2 | Language,
725,0.0,R_V6 | R_55b,Visual2 | Default,
726,0.0,R_V6 | R_V3A,Visual2 | Visual2,
727,0.0,R_V6 | R_RSC,Visual2 | Frontopariet,
728,0.0,R_V6 | R_POS2,Visual2 | Frontopariet,
729,0.0,R_V6 | R_V7,Visual2 | Visual2,
730,0.0,R_V6 | R_IPS1,Visual2 | Visual2,
731,0.0,R_V6 | R_FFC,Visual2 | Visual2,
732,0.0,R_V6 | R_V3B,Visual2 | Visual2,
733,0.0,R_V6 | R_LO1,Visual2 | Visual2,
734,0.0,R_V6 | R_LO2,Visual2 | Visual2,
735,0.0,R_V6 | R_PIT,Visual2 | Visual2,
736,0.0,R_V6 | R_MT,Visual2 | Visual2,
737,0.0,R_V6 | R_A1,Visual2 | Auditory,
738,0.0,R_V6 | R_PSL,Visual2 | Default,
739,0.0,R_V6 | R_SFL,Visual2 | Default,
740,0.0,R_V6 | R_PCV,Visual2 | Dorsal-atten,
741,0.0,R_V6 | R_STV,Visual2 | Default,
742,0.0,R_V6 | R_7Pm,Visual2 | Frontopariet,
743,0.0,R_V6 | R_7m,Visual2 | Posterior-Mu,
744,0.0,R_V6 | R_POS1,Visual2 | Posterior-Mu,
745,0.0,R_V6 | R_23d,Visual2 | Posterior-Mu,
746,0.0,R_V6 | R_v23ab,Visual2 | Posterior-Mu,
747,0.0,R_V6 | R_d23ab,Visual2 | Posterior-Mu,
748,0.0,R_V6 | R_31pv,Visual2 | Posterior-Mu,
749,0.0,R_V6 | R_5m,Visual2 | Somatomotor,
750,0.0,R_V6 | R_5mv,Visual2 | Cingulo-Oper,
751,0.0,R_V6 | R_23c,Visual2 | Cingulo-Oper,
752,0.0,R_V6 | R_5L,Visual2 | Somatomotor,
753,0.0,R_V6 | R_24dd,Visual2 | Somatomotor,
754,0.0,R_V6 | R_24dv,Visual2 | Somatomotor,
755,0.0,R_V6 | R_7AL,Visual2 | Somatomotor,
756,0.0,R_V6 | R_SCEF,Visual2 | Cingulo-Oper,
757,0.0,R_V6 | R_6ma,Visual2 | Cingulo-Oper,
758,0.0008421052631578885,R_V6 | R_7Am,Visual2 | Cingulo-Oper,
759,0.0,R_V6 | R_7PL,Visual2 | Language,
760,0.0,R_V6 | R_7PC,Visual2 | Somatomotor,
761,0.0,R_V6 | R_LIPv,Visual2 | Visual2,
762,0.0,R_V6 | R_VIP,Visual2 | Visual2,
763,0.0,R_V6 | R_MIP,Visual2 | Language,
764,0.0,R_V6 | R_1,Visual2 | Somatomotor,
765,0.0,R_V6 | R_2,Visual2 | Somatomotor,
766,0.0,R_V6 | R_3a,Visual2 | Somatomotor,
767,0.0,R_V6 | R_6d,Visual2 | Somatomotor,
768,0.0,R_V6 | R_6mp,Visual2 | Somatomotor,
769,0.0,R_V6 | R_6v,Visual2 | Somatomotor,
770,0.0,R_V6 | R_p24pr,Visual2 | Cingulo-Oper,
771,0.0,R_V6 | R_33pr,Visual2 | Cingulo-Oper,
772,0.0,R_V6 | R_a24pr,Visual2 | Cingulo-Oper,
773,0.0,R_V6 | R_p32pr,Visual2 | Cingulo-Oper,
774,0.0,R_V6 | R_a24,Visual2 | Posterior-Mu,
775,0.0,R_V6 | R_d32,Visual2 | Posterior-Mu,
776,0.0,R_V6 | R_8BM,Visual2 | Frontopariet,
777,0.0,R_V6 | R_p32,Visual2 | Posterior-Mu,
778,0.0,R_V6 | R_10r,Visual2 | Posterior-Mu,
779,0.0,R_V6 | R_47m,Visual2 | Posterior-Mu,
780,0.0,R_V6 | R_8Av,Visual2 | Posterior-Mu,
781,0.0,R_V6 | R_8Ad,Visual2 | Posterior-Mu,
782,0.0,R_V6 | R_9m,Visual2 | Posterior-Mu,
783,0.0,R_V6 | R_8BL,Visual2 | Posterior-Mu,
784,0.0,R_V6 | R_9p,Visual2 | Posterior-Mu,
785,0.0,R_V6 | R_10d,Visual2 | Posterior-Mu,
786,0.0,R_V6 | R_8C,Visual2 | Frontopariet,
787,0.0,R_V6 | R_44,Visual2 | Default,
788,0.0,R_V6 | R_45,Visual2 | Default,
789,0.0,R_V6 | R_47l,Visual2 | Posterior-Mu,
790,0.0,R_V6 | R_a47r,Visual2 | Frontopariet,
791,0.0,R_V6 | R_6r,Visual2 | Cingulo-Oper,
792,0.0,R_V6 | R_IFJa,Visual2 | Default,
793,0.0,R_V6 | R_IFJp,Visual2 | Frontopariet,
794,0.0,R_V6 | R_IFSp,Visual2 | Default,
795,0.0,R_V6 | R_IFSa,Visual2 | Frontopariet,
796,0.0,R_V6 | R_p9-46v,Visual2 | Frontopariet,
797,0.0,R_V6 | R_46,Visual2 | Cingulo-Oper,
798,0.0,R_V6 | R_a9-46v,Visual2 | Frontopariet,
799,0.0,R_V6 | R_9-46d,Visual2 | Cingulo-Oper,
800,0.0,R_V6 | R_9a,Visual2 | Posterior-Mu,
801,0.0,R_V6 | R_10v,Visual2 | Posterior-Mu,
802,0.0,R_V6 | R_a10p,Visual2 | Frontopariet,
803,0.0,R_V6 | R_10pp,Visual2 | Posterior-Mu,
804,0.0,R_V6 | R_11l,Visual2 | Frontopariet,
805,0.0,R_V6 | R_13l,Visual2 | Frontopariet,
806,0.0,R_V6 | R_OFC,Visual2 | Posterior-Mu,
807,0.0,R_V6 | R_47s,Visual2 | Posterior-Mu,
808,0.0,R_V6 | R_LIPd,Visual2 | Language,
809,0.0,R_V6 | R_6a,Visual2 | Language,
810,0.0,R_V6 | R_i6-8,Visual2 | Frontopariet,
811,0.0,R_V6 | R_s6-8,Visual2 | Frontopariet,
812,0.0,R_V6 | R_43,Visual2 | Cingulo-Oper,
813,0.0,R_V6 | R_OP4,Visual2 | Somatomotor,
814,0.0,R_V6 | R_OP1,Visual2 | Somatomotor,
815,0.0,R_V6 | R_OP2-3,Visual2 | Somatomotor,
816,0.0,R_V6 | R_52,Visual2 | Auditory,
817,0.0,R_V6 | R_RI,Visual2 | Auditory,
818,0.0,R_V6 | R_PFcm,Visual2 | Cingulo-Oper,
819,0.0,R_V6 | R_PoI2,Visual2 | Cingulo-Oper,
820,0.0,R_V6 | R_TA2,Visual2 | Auditory,
821,0.0,R_V6 | R_FOP4,Visual2 | Cingulo-Oper,
822,0.0,R_V6 | R_MI,Visual2 | Cingulo-Oper,
823,0.0,R_V6 | R_Pir,Visual2 | Orbito-Affec,
824,0.0,R_V6 | R_AVI,Visual2 | Frontopariet,
825,0.0,R_V6 | R_AAIC,Visual2 | Orbito-Affec,
826,0.0,R_V6 | R_FOP1,Visual2 | Cingulo-Oper,
827,0.0,R_V6 | R_FOP3,Visual2 | Cingulo-Oper,
828,0.0,R_V6 | R_FOP2,Visual2 | Somatomotor,
829,0.0,R_V6 | R_PFt,Visual2 | Language,
830,0.0,R_V6 | R_AIP,Visual2 | Language,
831,0.0,R_V6 | R_EC,Visual2 | Posterior-Mu,
832,0.0,R_V6 | R_PreS,Visual2 | Posterior-Mu,
833,0.0,R_V6 | R_H,Visual2 | Posterior-Mu,
834,0.0,R_V6 | R_ProS,Visual2 | Visual1,
835,0.0,R_V6 | R_PeEc,Visual2 | Ventral-Mult,
836,0.0,R_V6 | R_STGa,Visual2 | Default,
837,0.0,R_V6 | R_PBelt,Visual2 | Auditory,
838,0.0,R_V6 | R_A5,Visual2 | Default,
839,0.0,R_V6 | R_PHA1,Visual2 | Posterior-Mu,
840,0.0,R_V6 | R_PHA3,Visual2 | Language,
841,0.0,R_V6 | R_STSda,Visual2 | Default,
842,0.0,R_V6 | R_STSdp,Visual2 | Default,
843,0.0,R_V6 | R_STSvp,Visual2 | Posterior-Mu,
844,0.0,R_V6 | R_TGd,Visual2 | Posterior-Mu,
845,0.0,R_V6 | R_TE1a,Visual2 | Posterior-Mu,
846,0.0,R_V6 | R_TE1p,Visual2 | Frontopariet,
847,0.0,R_V6 | R_TE2a,Visual2 | Posterior-Mu,
848,0.0,R_V6 | R_TF,Visual2 | Ventral-Mult,
849,0.0,R_V6 | R_TE2p,Visual2 | Language,
850,0.0,R_V6 | R_PHT,Visual2 | Language,
851,0.0,R_V6 | R_PH,Visual2 | Visual2,
852,0.0,R_V6 | R_TPOJ1,Visual2 | Default,
853,0.0,R_V6 | R_TPOJ2,Visual2 | Dorsal-atten,
854,0.0,R_V6 | R_TPOJ3,Visual2 | Dorsal-atten,
855,0.0,R_V6 | R_DVT,Visual2 | Visual1,
856,0.0,R_V6 | R_PGp,Visual2 | Language,
857,0.0,R_V6 | R_IP2,Visual2 | Frontopariet,
858,0.0,R_V6 | R_IP1,Visual2 | Frontopariet,
859,0.0,R_V6 | R_IP0,Visual2 | Language,
860,0.0,R_V6 | R_PFop,Visual2 | Cingulo-Oper,
861,0.0,R_V6 | R_PF,Visual2 | Cingulo-Oper,
862,0.0,R_V6 | R_PFm,Visual2 | Frontopariet,
863,0.0,R_V6 | R_PGi,Visual2 | Posterior-Mu,
864,0.0,R_V6 | R_PGs,Visual2 | Posterior-Mu,
865,0.0,R_V6 | R_V6A,Visual2 | Visual2,
866,0.0,R_V6 | R_VMV1,Visual2 | Visual2,
867,0.0,R_V6 | R_VMV3,Visual2 | Visual2,
868,0.0,R_V6 | R_PHA2,Visual2 | Posterior-Mu,
869,0.0,R_V6 | R_V4t,Visual2 | Visual2,
870,0.0,R_V6 | R_FST,Visual2 | Visual2,
871,0.0,R_V6 | R_V3CD,Visual2 | Visual2,
872,0.0,R_V6 | R_LO3,Visual2 | Visual2,
873,0.0,R_V6 | R_VMV2,Visual2 | Visual2,
874,0.0,R_V6 | R_31pd,Visual2 | Posterior-Mu,
875,0.0,R_V6 | R_31a,Visual2 | Posterior-Mu,
